timestamp,value,label
1386018900.0,73.96732,0
1386019200.0,74.93588,0
1386019500.0,76.12416,0
1386019800.0,78.14071,0
1386020100.0,79.329834,0
1386020400.0,78.71042,0
1386020700.0,80.26978,0
1386021000.0,80.27283,0
1386021300.0,80.353424,0
1386021600.0,79.48653,0
1386021900.0,80.78328,0
1386022200.0,79.508156,0
1386022500.0,79.30203,0
1386022800.0,80.80263,0
1386023100.0,80.37779,0
1386023400.0,80.47924,0
1386023700.0,81.42356,0
1386024000.0,81.37357,0
1386024300.0,81.69094,0
1386024600.0,80.18125,0
1386024900.0,81.76718,0
1386025200.0,81.25978,0
1386025500.0,80.30293,0
1386025800.0,81.11459,0
1386026100.0,81.74811,0
1386026400.0,81.994606,0
1386026700.0,81.25805,0
1386027000.0,83.11804,0
1386027300.0,81.247025,0
1386027600.0,82.73587,0
1386027900.0,81.72333,0
1386028200.0,81.562355,0
1386028500.0,81.43553,0
1386028800.0,81.90816,0
1386029100.0,82.45575,0
1386029400.0,83.02758,0
1386029700.0,83.36236,0
1386030000.0,81.88702,0
1386030300.0,82.88189,0
1386030600.0,83.57965,0
1386030900.0,83.76141,0
1386031200.0,82.30992,0
1386031500.0,83.05137,0
1386031800.0,83.263336,0
1386032100.0,84.09701,0
1386032400.0,83.54644,0
1386032700.0,83.48999,0
1386033000.0,83.43534,0
1386033300.0,85.183365,0
1386033600.0,85.34463,0
1386033900.0,84.67196,0
1386034200.0,85.302765,0
1386034500.0,84.34921,0
1386034800.0,84.55585,0
1386035100.0,83.77113,0
1386035400.0,85.29834,0
1386035700.0,85.40015,0
1386036000.0,85.1073,0
1386036300.0,84.97406,0
1386036600.0,85.43784,0
1386036900.0,84.83484,0
1386037200.0,84.94716,0
1386037500.0,86.16862,0
1386037800.0,86.37622,0
1386038100.0,86.34217,0
1386038400.0,86.61919,0
1386038700.0,86.30151,0
1386039000.0,86.57174,0
1386039300.0,86.486755,0
1386039600.0,87.52019,0
1386039900.0,87.00909,0
1386040200.0,86.966415,0
1386040500.0,88.623665,0
1386040800.0,88.59943,0
1386041100.0,89.44293,0
1386041400.0,87.98565,0
