timestamp,value,label
1396310400.0,21.598011,0
1396310700.0,19.321392,0
1396311000.0,21.399939,0
1396311300.0,18.373917,0
1396311600.0,18.1675,0
1396311900.0,20.01618,0
1396312200.0,18.23865,0
1396312500.0,19.56996,0
1396312800.0,21.587112,0
1396313100.0,18.965933,0
1396313400.0,20.823904,0
1396313700.0,19.209461,0
1396314000.0,18.17968,0
1396314300.0,20.226763,0
1396314600.0,21.339415,0
1396314900.0,19.637875,0
1396315200.0,20.469175,0
1396315500.0,21.600094,0
1396315800.0,21.158777,0
1396316100.0,18.775505,0
1396316400.0,20.933537,0
1396316700.0,20.007572,0
1396317000.0,20.983868,0
1396317300.0,19.978062,0
1396317600.0,18.511833,0
1396317900.0,20.279638,0
1396318200.0,19.968536,0
1396318500.0,20.071688,0
1396318800.0,21.51561,0
1396319100.0,21.579348,0
1396319400.0,19.814148,0
1396319700.0,19.822927,0
1396320000.0,20.060747,0
1396320300.0,20.078358,0
1396320600.0,21.801548,0
1396320900.0,20.5976,0
1396321200.0,19.109827,0
1396321500.0,20.126146,0
1396321800.0,20.508894,0
1396322100.0,20.559088,0
1396322400.0,20.341017,0
1396322700.0,18.710945,0
1396323000.0,18.134373,0
1396323300.0,19.351372,0
1396323600.0,19.710089,0
1396323900.0,18.247217,0
1396324200.0,21.259869,0
1396324500.0,19.37631,0
1396324800.0,21.654531,0
1396325100.0,18.61764,0
1396325400.0,18.22774,0
1396325700.0,19.929264,0
1396326000.0,18.756517,0
1396326300.0,21.749598,0
1396326600.0,18.041214,0
1396326900.0,19.650478,0
1396327200.0,21.706991,0
1396327500.0,19.537672,0
1396327800.0,18.372437,0
1396328100.0,19.21158,0
1396328400.0,19.99204,0
1396328700.0,18.740606,0
1396329000.0,19.866247,0
1396329300.0,21.345373,0
1396329600.0,21.490473,0
1396329900.0,18.197042,0
1396330200.0,18.643614,0
1396330500.0,19.10116,0
1396330800.0,20.379463,0
1396331100.0,19.44398,0
1396331400.0,21.376163,0
1396331700.0,20.866688,0
1396332000.0,18.401825,0
1396332300.0,20.49823,0
1396332600.0,18.452051,0
1396332900.0,19.020144,0
1396333200.0,18.711483,0
1396333500.0,18.692247,0
1396333800.0,20.465582,0
1396334100.0,20.25442,0
1396334400.0,18.704113,0
1396334700.0,21.960691,0
1396335000.0,19.687347,0
1396335300.0,18.388277,0
1396335600.0,18.482277,0
1396335900.0,20.335575,0
1396336200.0,21.916277,0
1396336500.0,20.287804,0
1396336800.0,21.796165,0
1396337100.0,19.776531,0
1396337400.0,19.743364,0
1396337700.0,20.000029,0
1396338000.0,20.789701,0
1396338300.0,19.470465,0
1396338600.0,21.455544,0
1396338900.0,18.117126,0
1396339200.0,19.759056,0
1396339500.0,20.043968,0
1396339800.0,20.42813,0
1396340100.0,19.104288,0
1396340400.0,19.709919,0
1396340700.0,19.93815,0
1396341000.0,20.74764,0
1396341300.0,21.094177,0
1396341600.0,20.95131,0
1396341900.0,19.366333,0
1396342200.0,21.997803,0
1396342500.0,21.39466,0
1396342800.0,64.73632,0
