timestamp,value,label
1381335900.0,9926554.0,0
1381336200.0,50745576.0,0
1381336500.0,61519396.0,0
1381336800.0,55996400.0,0
1381337100.0,40876988.0,0
1381337400.0,27578940.0,0
1381337700.0,21556436.0,0
1381338000.0,17440444.0,0
1381338300.0,15573374.0,0
1381338600.0,16861198.0,0
1381338900.0,15478145.0,0
1381339200.0,13678677.0,0
1381339500.0,11499314.0,0
1381339800.0,12124203.0,0
1381340100.0,9052783.0,0
1381340400.0,8203117.0,0
1381340700.0,8309003.0,0
1381341000.0,7288144.0,0
1381341300.0,8049176.0,0
1381341600.0,7444835.5,0
1381341900.0,6954155.5,0
1381342200.0,7231045.0,0
1381342500.0,8040166.0,0
1381342800.0,8041010.5,0
1381343100.0,8631127.0,0
1381343400.0,10871152.0,0
1381343700.0,12124410.0,0
1381344000.0,13318375.0,0
1381344300.0,13666994.0,0
1381344600.0,14298954.0,0
1381344900.0,12679300.0,0
1381345200.0,13892005.0,0
1381345500.0,14145180.0,0
1381345800.0,13505345.0,0
1381346100.0,12603029.0,0
1381346400.0,12435454.0,0
1381346700.0,12193640.0,0
1381347000.0,11542288.0,0
1381347300.0,11432969.0,0
1381347600.0,12384512.0,0
1381347900.0,11534100.0,0
1381348200.0,14190783.0,0
1381348500.0,10355035.0,0
1381348800.0,11658786.0,0
1381349100.0,11139207.0,0
1381349400.0,8083118.0,0
1381349700.0,8599228.0,0
1381350000.0,9273135.0,0
1381350300.0,10097324.0,0
1381350600.0,7103913.5,0
1381350900.0,6885343.0,0
1381351200.0,9448018.0,0
1381351500.0,9151835.0,0
1381351800.0,7744280.0,0
1381352100.0,8781790.0,0
1381352400.0,8182947.5,0
1381352700.0,8303328.0,0
1381353000.0,7031833.5,0
1381353300.0,8185888.5,0
1381353600.0,8057902.0,0
1381353900.0,7633338.0,0
1381354200.0,6917496.0,0
1381354500.0,6870317.0,0
1381354800.0,7294645.5,0
1381355100.0,5611490.0,0
1381355400.0,6072482.5,0
1381355700.0,5285100.0,0
1381356000.0,6168137.0,0
1381356300.0,5984118.0,0
1381356600.0,5378818.5,0
1381356900.0,4649463.5,0
1381357200.0,4785452.5,0
1381357500.0,3547037.5,0
1381357800.0,4001507.2,0
1381358100.0,3605455.2,0
1381358400.0,3690194.0,0
1381358700.0,3352156.8,0
1381359000.0,3301986.2,0
1381359300.0,3269069.2,0
1381359600.0,3290852.5,0
1381359900.0,1511772.6,0
1381360200.0,1361081.2,0
1381360500.0,1313713.0,0
1381360800.0,2147718.8,0
1381361100.0,1998864.2,0
1381361400.0,1534170.4,0
1381361700.0,978077.0,0
1381362000.0,974482.6,0
1381362300.0,1120244.0,0
1381362600.0,1041381.4,0
1381362900.0,1315852.8,0
1381363200.0,1663223.0,0
1381363500.0,881168.6,0
1381363800.0,864271.8,0
1381364100.0,831722.8,0
1381364400.0,1025884.6,0
1381364700.0,1056338.6,0
1381365000.0,1342641.2,0
1381365300.0,901321.4,0
1381365600.0,994254.0,0
1381365900.0,995340.2,0
1381366200.0,1042389.8,0
1381366500.0,1468524.8,0
1381366800.0,1874774.4,0
